(-16, 108, -528), [1, -16, 108, -528, 2700, -10000, 15625], 3.25.aq_ee_aui
(-16, 109, -537), [1, -16, 109, -537, 2725, -10000, 15625], 3.25.aq_ef_aur
(-16, 113, -574), [1, -16, 113, -574, 2825, -10000, 15625], 3.25.aq_ej_awc
(-16, 116, -608), [1, -16, 116, -608, 2900, -10000, 15625], 3.25.aq_em_axk
(-16, 117, -619), [1, -16, 117, -619, 2925, -10000, 15625], 3.25.aq_en_axv
(-16, 117, -617), [1, -16, 117, -617, 2925, -10000, 15625], 3.25.aq_en_axt
(-16, 117, -613), [1, -16, 117, -613, 2925, -10000, 15625], 3.25.aq_en_axp
(-16, 122, -668), [1, -16, 122, -668, 3050, -10000, 15625], 3.25.aq_es_azs
(-16, 123, -679), [1, -16, 123, -679, 3075, -10000, 15625], 3.25.aq_et_abad
(-16, 123, -677), [1, -16, 123, -677, 3075, -10000, 15625], 3.25.aq_et_abab
(-16, 126, -708), [1, -16, 126, -708, 3150, -10000, 15625], 3.25.aq_ew_abbg
(-16, 135, -799), [1, -16, 135, -799, 3375, -10000, 15625], 3.25.aq_ff_abet
(-16, 136, -808), [1, -16, 136, -808, 3400, -10000, 15625], 3.25.aq_fg_abfc
(-16, 139, -838), [1, -16, 139, -838, 3475, -10000, 15625], 3.25.aq_fj_abgg
(-16, 139, -827), [1, -16, 139, -827, 3475, -10000, 15625], 3.25.aq_fj_abfv
(-16, 139, -811), [1, -16, 139, -811, 3475, -10000, 15625], 3.25.aq_fj_abff
(-16, 140, -848), [1, -16, 140, -848, 3500, -10000, 15625], 3.25.aq_fk_abgq
(-16, 141, -859), [1, -16, 141, -859, 3525, -10000, 15625], 3.25.aq_fl_abhb
(-16, 141, -819), [1, -16, 141, -819, 3525, -10000, 15625], 3.25.aq_fl_abfn
(-16, 143, -833), [1, -16, 143, -833, 3575, -10000, 15625], 3.25.aq_fn_abgb
(-16, 147, -897), [1, -16, 147, -897, 3675, -10000, 15625], 3.25.aq_fr_abin
(-16, 147, -891), [1, -16, 147, -891, 3675, -10000, 15625], 3.25.aq_fr_abih
(-16, 147, -862), [1, -16, 147, -862, 3675, -10000, 15625], 3.25.aq_fr_abhe
(-16, 148, -896), [1, -16, 148, -896, 3700, -10000, 15625], 3.25.aq_fs_abim
(-16, 148, -884), [1, -16, 148, -884, 3700, -10000, 15625], 3.25.aq_fs_abia
(-16, 149, -881), [1, -16, 149, -881, 3725, -10000, 15625], 3.25.aq_ft_abhx
(-16, 151, -903), [1, -16, 151, -903, 3775, -10000, 15625], 3.25.aq_fv_abit
(-16, 152, -912), [1, -16, 152, -912, 3800, -10000, 15625], 3.25.aq_fw_abjc
(-16, 152, -908), [1, -16, 152, -908, 3800, -10000, 15625], 3.25.aq_fw_abiy
(-16, 153, -914), [1, -16, 153, -914, 3825, -10000, 15625], 3.25.aq_fx_abje
(-16, 153, -906), [1, -16, 153, -906, 3825, -10000, 15625], 3.25.aq_fx_abiw
(-16, 155, -927), [1, -16, 155, -927, 3875, -10000, 15625], 3.25.aq_fz_abjr
(-16, 155, -921), [1, -16, 155, -921, 3875, -10000, 15625], 3.25.aq_fz_abjl
(-15, 86, -358), [1, -15, 86, -358, 2150, -9375, 15625], 3.25.ap_di_anu
(-15, 88, -378), [1, -15, 88, -378, 2200, -9375, 15625], 3.25.ap_dk_aoo
(-15, 89, -387), [1, -15, 89, -387, 2225, -9375, 15625], 3.25.ap_dl_aox
(-15, 90, -398), [1, -15, 90, -398, 2250, -9375, 15625], 3.25.ap_dm_api
(-15, 96, -458), [1, -15, 96, -458, 2400, -9375, 15625], 3.25.ap_ds_arq
(-15, 103, -527), [1, -15, 103, -527, 2575, -9375, 15625], 3.25.ap_dz_auh
(-15, 104, -538), [1, -15, 104, -538, 2600, -9375, 15625], 3.25.ap_ea_aus
(-15, 105, -549), [1, -15, 105, -549, 2625, -9375, 15625], 3.25.ap_eb_avd
(-15, 105, -547), [1, -15, 105, -547, 2625, -9375, 15625], 3.25.ap_eb_avb
(-15, 106, -554), [1, -15, 106, -554, 2650, -9375, 15625], 3.25.ap_ec_avi
(-15, 114, -612), [1, -15, 114, -612, 2850, -9375, 15625], 3.25.ap_ek_axo
(-15, 126, -726), [1, -15, 126, -726, 3150, -9375, 15625], 3.25.ap_ew_abby
